,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
122,126,123,123,Aug 17,,MIA,"W,8-2",38,36,8,14,3,0,2,7,0,0,4,1,0,1,0,1,0,0,0.251,0.329,0.414,0.743,6,16,R,D.Straily(36)
123,127,124,124,Aug 18,,MIA,"L,5-7",41,39,5,10,1,0,2,4,1,0,6,1,0,0,0,1,0,0,0.251,0.328,0.414,0.743,6,18,L,W.Chen(54)
124,128,125,125,Aug 19,,MIA,"L,1-12",30,27,1,2,2,0,0,1,2,0,4,0,1,0,0,0,0,0,0.25,0.327,0.413,0.74,2,15,R,J.Urena(81)
125,129,126,126,Aug 21,,PHI,"W,10-4",44,38,10,14,4,0,3,10,6,2,9,0,0,0,0,0,3,0,0.251,0.328,0.415,0.744,10,19,R,V.Velasquez(54)
126,130,127,127,Aug 22,,PHI,"W,8-7",42,39,8,14,4,1,1,7,2,1,7,0,0,1,0,0,1,0,0.252,0.329,0.417,0.746,8,16,R,Z.Eflin(22)
127,131,128,128,Aug 23,,PHI,"L,0-2",33,31,0,5,3,0,0,0,1,0,10,0,1,0,0,0,0,0,0.251,0.328,0.416,0.744,6,13,R,A.Nola(80)
128,132,129,129,Aug 24,@,NYM,"L,0-3",31,31,0,4,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0.251,0.327,0.414,0.741,4,13,L,J.Vargas(74)
129,133,130,130,Aug 25,@,NYM,"L,0-3",35,29,0,7,0,0,0,0,3,0,5,1,2,0,0,1,1,1,0.25,0.327,0.413,0.739,8,13,R,Z.Wheeler(66)
130,134,131,131,Aug 26,@,NYM,"W,15-0",47,42,15,16,3,0,3,15,4,0,10,1,0,0,0,1,1,0,0.252,0.328,0.415,0.743,5,16,L,S.Matz(69)
131,135,132,132,Aug 27,@,PHI,"W,5-3",41,35,5,9,1,0,1,4,5,0,8,0,1,0,1,1,1,0,0.252,0.328,0.415,0.743,9,13,R,Z.Eflin(39)
132,136,133,133,Aug 28,@,PHI,"W,5-4",35,32,5,6,3,0,1,3,3,0,11,0,0,0,0,1,1,0,0.251,0.327,0.415,0.742,3,17,R,A.Nola(69)
133,137,134,134,Aug 29,@,PHI,"L,6-8",40,36,6,10,2,1,3,6,4,0,10,0,0,0,0,1,1,0,0.251,0.328,0.416,0.744,7,16,R,J.Arrieta(35)
134,138,135,135,Aug 31,,MIL,"L,1-4",40,35,1,9,1,0,0,1,4,0,8,0,1,0,1,1,1,0,0.252,0.328,0.415,0.743,12,15,R,J.Chacin(61)
135,140,136,136,Sep 1,,MIL,"W,5-4",33,30,5,8,2,0,0,4,3,0,3,0,0,0,0,2,1,0,0.252,0.328,0.415,0.743,4,18,R,C.Anderson(55)
136,141,137,137,Sep 2,,MIL,"L,4-9",38,36,4,9,0,0,1,4,2,0,11,0,0,0,0,0,0,0,0.252,0.327,0.414,0.742,7,15,R,J.Guerra(34)
137,142,138,138,Sep 3,,STL,"W,4-3",48,36,4,8,3,0,2,4,10,1,11,1,0,1,0,0,1,0,0.251,0.328,0.415,0.743,15,16,R,J.Flaherty(57)
138,143,139,139,Sep 4,,STL,"L,8-11",44,33,8,9,3,0,1,8,11,1,8,0,0,0,1,3,0,0,0.252,0.329,0.415,0.744,9,18,R,J.Gant(50)
139,144,140,140,Sep 5,,STL,"L,6-7",44,43,6,16,5,0,0,6,1,0,6,0,0,0,2,1,0,0,0.253,0.33,0.416,0.745,11,16,R,M.Mikolas(36)
140,145,141,141,Sep 6,,CHC,"L,4-6",42,39,4,11,2,0,1,4,2,0,12,0,1,0,1,1,0,1,0.253,0.33,0.416,0.745,8,19,R,K.Hendricks(51)
