,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,#,Umpire,Pitchers Used (Rest-GameScore-Dec)
93,96,94,94,Jul 19,@,TOR,"L,8-11",8.0,12,11,9,2,6,6,1,1,5.0,44,179,98,0.0,0.0,1,0,37,3,0,0,0,0,3,1,3,Mike Winters,"J.Kennedy (7-29), D.Creek (4-L), B.Backe (99)"
94,97,95,95,Jul 20,@,TOR,"L,10-12",8.0,10,12,9,3,6,10,1,3,5.04,44,188,115,2.0,2.0,1,0,34,5,0,0,0,1,1,1,3,Gerry Davis,"L.de los Santos (99-12-L), S.Kent (4), J.Colome (1)"
95,98,96,96,Jul 21,@,TOR,"W,7-5",9.0,9,5,5,0,3,7,2,1,5.04,40,152,94,0.0,0.0,0,0,36,2,0,0,0,0,0,0,3,Dan Iassogna,"J.Sosa (4-51-W), T.Harper (4-H), E.Yan (2-Sv)"
96,99,97,97,Jul 23(1),@,BOS,"L,4-22",8.0,19,22,17,5,7,4,7,0,5.17,51,180,99,3.0,1.0,1,0,44,5,0,0,0,0,2,0,4,Chris Guccione,"T.Sturtze (4-7-L), B.Backe (3), S.Kent (2), T.Phelps (5)"
97,100,98,98,Jul 23(2),@,BOS,"W,5-4",9.0,11,4,4,0,4,9,0,0,5.16,40,131,83,2.0,0.0,0,0,35,2,0,0,0,1,0,2,3,Doug Eddings,"P.Wilson (5-47), V.Zambrano (31-W), E.Yan (1-Sv)"
98,101,99,99,Jul 24,@,BOS,"W,9-5",9.0,10,5,5,0,3,5,0,1,5.16,40,145,85,2.0,1.0,0,0,36,2,0,0,0,0,0,1,3,Joe West,"J.Kennedy (4-21), J.Colome (3-W), V.Zambrano (0-Sv)"
99,102,100,100,Jul 25,@,BOS,"L,0-6",8.0,8,6,6,0,2,2,3,0,5.17,32,113,69,0.0,0.0,0,0,29,1,0,0,0,1,0,1,3,Mike Everitt,"L.de los Santos (4-32-L), B.Backe (1), S.Kent (1)"
100,103,101,101,Jul 26,,NYY,"L,9-12",9.0,10,12,12,0,10,9,2,1,5.24,46,180,95,5.0,3.0,2,1,34,2,0,0,0,1,0,0,4,Ted Barrett,"J.Sosa (4-37-L), T.Phelps (2), V.Zambrano (1), B.Backe (0)"
101,104,102,102,Jul 27,,NYY,"W,7-4",9.0,7,4,4,0,2,6,1,2,5.23,38,129,74,2.0,1.0,1,0,33,2,0,0,0,1,0,0,3,Brian Runge,"T.Harper (5-47-W), J.Colome (2-H), E.Yan (3-Sv)"
102,105,103,103,Jul 28,,NYY,"L,1-9",9.0,12,9,9,0,9,6,2,1,5.27,48,171,97,0.0,0.0,0,1,38,1,0,1,0,0,1,1,2,Tim McClelland,"T.Sturtze (4-32-L), S.Kent (2)"
