,index,Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
66,68,67,67,Jun 18,,CHW,"L,3-6",48,42,3,8,1,0,2,3,5,0,11,0,1,0,0,1,2,0,0.26,0.339,0.426,0.765,9,18,R,D.Wright(47)
67,69,68,68,Jun 19,,CHW,"W,4-3",36,30,4,7,1,0,1,4,6,1,5,0,0,0,0,2,1,0,0.26,0.339,0.426,0.764,7,15,R,J.Garland(62)
68,70,69,69,Jun 20,,CHW,"L,1-6",33,31,1,6,2,0,0,1,2,0,7,0,0,0,0,2,0,0,0.259,0.338,0.423,0.761,5,12,L,M.Buehrle(70)
69,71,70,70,Jun 21,,MIN,"W,3-0",31,27,3,6,1,0,0,2,3,1,5,0,0,1,0,1,0,0,0.259,0.337,0.421,0.759,4,13,R,K.Lohse(55)
70,72,71,71,Jun 22,,MIN,"L,1-4",38,37,1,4,1,0,1,1,0,0,10,1,0,0,1,1,0,0,0.256,0.334,0.418,0.753,4,15,R,R.Reed(78)
71,73,72,72,Jun 23,,MIN,"L,1-5",36,28,1,3,2,0,0,1,7,0,8,0,1,0,1,1,0,0,0.255,0.334,0.415,0.749,8,13,L,J.Santana(55)
72,74,73,73,Jun 24,@,FLA,"W,15-4",50,43,15,17,6,0,3,15,5,0,3,1,1,0,1,1,0,0,0.257,0.336,0.421,0.757,8,14,R,J.Tavarez(32)
73,75,74,74,Jun 25,@,FLA,"W,7-6",53,44,7,13,1,0,1,7,6,1,7,1,0,2,0,0,2,0,0.258,0.337,0.421,0.757,13,17,R,A.Burnett(45)
74,76,75,75,Jun 26,@,FLA,"L,2-6",38,32,2,6,3,0,1,2,6,0,7,0,0,0,0,1,0,0,0.257,0.337,0.42,0.757,9,12,L,M.Tejera(53)
75,77,76,76,Jun 27,@,FLA,"W,7-3",41,36,7,10,1,0,1,7,4,1,6,1,0,0,1,0,1,1,0.257,0.337,0.42,0.757,7,12,R,K.Olsen(40)
76,78,77,77,Jun 28,@,BAL,"W,6-2",37,33,6,8,1,0,4,6,4,0,2,0,0,0,0,1,0,1,0.257,0.337,0.422,0.759,4,9,R,T.Driskill(33)
77,79,78,78,Jun 29,@,BAL,"L,1-11",31,30,1,6,0,0,1,1,1,0,5,0,0,0,0,2,0,0,0.256,0.336,0.421,0.757,3,10,R,J.Johnson(75)
78,80,79,79,Jun 30,@,BAL,"W,8-5",44,38,8,12,3,0,0,6,6,0,11,0,0,0,2,0,3,0,0.257,0.337,0.421,0.757,9,10,R,S.Ponson(57)
79,82,80,80,Jul 1,,NYM,"W,6-3",38,32,6,8,1,0,1,6,5,0,8,0,0,1,1,0,1,0,0.257,0.337,0.42,0.757,8,13,L,S.Estes(17)
80,83,81,81,Jul 2,,NYM,"L,6-12",43,37,6,11,1,0,3,6,5,0,6,1,0,0,0,0,0,0,0.258,0.338,0.422,0.76,10,16,R,P.Astacio(39)
81,84,82,82,Jul 3,,NYM,"W,8-7",38,34,8,14,3,1,2,8,3,2,5,0,1,0,0,1,2,2,0.26,0.339,0.426,0.765,6,14,R,J.D'Amico(38)
82,85,83,83,Jul 4,,MON,"L,1-2",33,30,1,5,1,0,0,1,2,0,6,0,1,0,0,1,1,0,0.259,0.338,0.423,0.761,5,14,R,M.Yoshii(63)
83,86,84,84,Jul 5,,MON,"L,3-8",37,33,3,5,1,1,0,3,4,0,10,0,0,0,1,1,0,0,0.257,0.337,0.421,0.758,7,15,R,T.Ohka(63)
84,87,85,85,Jul 6,,MON,"L,3-5",43,31,3,8,2,0,1,3,10,1,6,0,1,1,0,2,0,0,0.257,0.338,0.421,0.759,13,14,R,J.Vazquez(52)
85,88,86,86,Jul 7,,MON,"W,10-8",43,31,10,8,4,0,2,9,10,2,6,1,1,0,1,1,0,0,0.257,0.339,0.423,0.762,9,16,R,B.Colon(36)
86,89,87,87,Jul 11,@,NYM,"L,1-9",39,34,1,9,2,0,0,1,4,0,9,0,1,0,0,1,1,0,0.257,0.339,0.422,0.761,11,13,L,A.Leiter(64)
87,90,88,88,Jul 12,@,NYM,"W,9-8",50,40,9,14,4,1,2,9,9,2,6,0,1,0,0,0,3,0,0.259,0.341,0.425,0.766,14,16,R,J.D'Amico(32)
